ID,Cardhldr,default,Age,Income,Exp_Inc,Avgexp,Ownrent,Selfempl,Depndt,Inc_per,Cur_add,Major,Active
32,1.0000000,0.00,34.58333,7.000000,0.03546543000,206.3817000,0.0000000,1.0000000,6.0000000,1.0000000,63.0000000,1.0000000,3.0000000
33,1.0000000,0.00,32.00000,2.400000,0.00050000000,0.0000000,0.0000000,0.0000000,1.0000000,1.2000000,11.0000000,1.0000000,8.0000000
34,0.0000000,,45.50000,6.500000,0.00000000000,0.0000000,0.0000000,0.0000000,2.0000000,2.1666670,34.0000000,1.0000000,9.0000000
35,0.0000000,,33.58333,2.550000,0.00000000000,0.0000000,0.0000000,0.0000000,3.0000000,0.6375000,36.0000000,1.0000000,0.0000000
36,1.0000000,0.00,32.83333,3.700000,0.00899891900,26.9966700,0.0000000,1.0000000,0.0000000,3.7000000,60.0000000,1.0000000,7.0000000
37,1.0000000,0.00,62.50000,2.654500,0.10374530000,229.4933000,0.0000000,0.0000000,0.0000000,2.6545000,100.0000000,1.0000000,1.0000000
38,1.0000000,0.00,27.08333,4.100000,0.11578100000,395.5850000,1.0000000,0.0000000,2.0000000,1.3666670,41.0000000,1.0000000,14.0000000
39,1.0000000,0.00,45.08333,3.900000,0.09064000000,294.5800000,0.0000000,0.0000000,0.0000000,3.9000000,120.0000000,1.0000000,12.0000000
40,1.0000000,0.00,41.91667,5.000000,0.24272000000,"1,011.3330000",0.0000000,0.0000000,1.0000000,2.5000000,36.0000000,1.0000000,5.0000000
41,1.0000000,0.00,35.58333,2.000000,0.19204400000,319.4900000,0.0000000,0.0000000,0.0000000,2.0000000,156.0000000,1.0000000,4.0000000
42,1.0000000,0.00,35.25000,6.000000,0.45823480000,"2,291.1740000",0.0000000,0.0000000,2.0000000,2.0000000,10.0000000,1.0000000,0.0000000
43,1.0000000,0.00,24.91667,2.300000,0.08519435000,163.0392000,0.0000000,0.0000000,0.0000000,2.3000000,26.0000000,1.0000000,7.0000000
44,1.0000000,0.00,52.25000,1.874400,0.05520380000,85.9783300,1.0000000,0.0000000,0.0000000,1.8744000,250.0000000,1.0000000,4.0000000
45,1.0000000,0.00,32.00000,3.050000,0.05018590000,127.4725000,0.0000000,0.0000000,0.0000000,3.0500000,62.0000000,0.0000000,10.0000000
46,1.0000000,0.00,23.08333,2.040000,0.17949710000,304.8950000,0.0000000,0.0000000,0.0000000,2.0400000,12.0000000,1.0000000,9.0000000
47,1.0000000,1.00,26.33333,2.950000,0.13258310000,325.8500000,0.0000000,0.0000000,0.0000000,2.9500000,24.0000000,1.0000000,5.0000000
48,1.0000000,0.00,31.50000,1.600000,0.22534560000,300.4608000,0.0000000,0.0000000,0.0000000,1.6000000,6.0000000,1.0000000,8.0000000
49,1.0000000,0.00,28.41667,3.200000,0.01978000000,52.5800000,0.0000000,0.0000000,0.0000000,3.2000000,65.0000000,1.0000000,18.0000000
50,1.0000000,1.00,44.50000,4.000000,0.01795825000,59.1941700,1.0000000,0.0000000,0.0000000,4.0000000,36.0000000,1.0000000,13.0000000
51,0.0000000,,45.41667,2.350000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,2.3500000,36.0000000,1.0000000,15.0000000
52,1.0000000,0.00,27.58333,3.200000,0.11775620000,313.4333000,0.0000000,0.0000000,0.0000000,3.2000000,24.0000000,1.0000000,2.0000000
53,1.0000000,0.00,23.00000,2.900000,0.00041379310,0.0000000,0.0000000,0.0000000,1.0000000,1.4500000,12.0000000,1.0000000,0.0000000
54,0.0000000,,32.41667,2.060000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,2.0600000,48.0000000,1.0000000,8.0000000
55,1.0000000,1.00,25.33333,4.550000,0.04465253000,169.0575000,1.0000000,0.0000000,1.0000000,2.2750000,42.0000000,1.0000000,10.0000000
56,1.0000000,0.00,40.83333,2.600000,0.00423076900,8.3333330,1.0000000,0.0000000,0.0000000,2.6000000,52.0000000,1.0000000,3.0000000
57,0.0000000,,35.25000,1.700000,0.00000000000,0.0000000,1.0000000,0.0000000,3.0000000,0.4250000,135.0000000,0.0000000,25.0000000
58,1.0000000,0.00,29.83333,3.000000,0.01855033000,45.8758300,1.0000000,0.0000000,2.0000000,1.0000000,28.0000000,1.0000000,4.0000000
59,1.0000000,0.00,21.16667,1.500000,0.02655333000,32.7750000,0.0000000,0.0000000,0.0000000,1.5000000,20.0000000,1.0000000,4.0000000
60,1.0000000,0.00,51.33333,4.530000,0.01214680000,45.3541700,1.0000000,0.0000000,4.0000000,0.9060000,126.0000000,0.0000000,5.0000000
61,1.0000000,1.00,21.58333,2.460000,0.14099720000,289.0442000,0.0000000,0.0000000,1.0000000,1.2300000,4.0000000,1.0000000,11.0000000
62,1.0000000,0.00,28.16667,4.700000,0.24215640000,948.3625000,1.0000000,0.0000000,0.0000000,4.7000000,6.0000000,1.0000000,19.0000000
63,1.0000000,1.00,30.33333,1.990000,0.24909150000,412.9933000,0.0000000,0.0000000,0.0000000,1.9900000,82.0000000,1.0000000,8.0000000
64,0.0000000,,41.33333,4.440000,0.00000000000,0.0000000,1.0000000,0.0000000,2.0000000,1.4800000,98.0000000,1.0000000,3.0000000
65,1.0000000,0.00,24.50000,3.060000,0.17054020000,434.8775000,0.0000000,0.0000000,0.0000000,3.0600000,3.0000000,1.0000000,0.0000000
66,1.0000000,0.00,25.41667,1.641700,0.37159590000,508.2908000,0.0000000,0.0000000,0.0000000,1.6417000,19.0000000,1.0000000,9.0000000
67,1.0000000,0.00,20.66667,2.700000,0.06984445000,156.9000000,0.0000000,0.0000000,1.0000000,1.3500000,38.0000000,1.0000000,10.0000000
68,1.0000000,0.00,23.08333,2.560000,0.15024220000,320.5167000,0.0000000,0.0000000,1.0000000,1.2800000,11.0000000,1.0000000,2.0000000
69,1.0000000,0.00,48.16667,2.300000,0.22650000000,434.1250000,1.0000000,0.0000000,0.0000000,2.3000000,72.0000000,0.0000000,2.0000000
70,1.0000000,0.00,23.75000,3.000000,0.01682600000,41.4816700,0.0000000,0.0000000,3.0000000,0.7500000,18.0000000,1.0000000,3.0000000
71,1.0000000,0.00,34.25000,3.000000,0.54099530000,"1,352.4880000",1.0000000,0.0000000,0.0000000,3.0000000,72.0000000,1.0000000,3.0000000
72,1.0000000,0.00,24.25000,2.130000,0.02122066000,37.0833300,0.0000000,0.0000000,1.0000000,1.0650000,13.0000000,1.0000000,4.0000000
73,1.0000000,0.00,31.25000,4.800000,0.10114330000,404.4900000,1.0000000,0.0000000,0.0000000,4.8000000,30.0000000,1.0000000,13.0000000
74,1.0000000,0.00,30.41667,2.000000,0.00480000000,7.0833330,1.0000000,0.0000000,3.0000000,0.5000000,45.0000000,1.0000000,14.0000000
75,1.0000000,0.00,34.25000,2.000000,0.13111200000,218.5200000,1.0000000,0.0000000,0.0000000,2.0000000,12.0000000,1.0000000,0.0000000
76,1.0000000,0.00,42.75000,3.200000,0.10803440000,287.7583000,1.0000000,0.0000000,0.0000000,3.2000000,68.0000000,1.0000000,9.0000000
77,0.0000000,,33.08333,1.939000,0.00000000000,0.0000000,0.0000000,0.0000000,1.0000000,0.9695000,96.0000000,1.0000000,5.0000000
78,1.0000000,0.00,24.25000,2.600000,0.29691850000,643.3233000,0.0000000,0.0000000,1.0000000,1.3000000,10.0000000,1.0000000,11.0000000
79,0.0000000,,53.00000,11.000000,0.00000000000,0.0000000,1.0000000,1.0000000,0.0000000,11.0000000,429.0000000,1.0000000,0.0000000
80,1.0000000,0.00,25.58333,2.800000,0.32525970000,758.9391000,0.0000000,0.0000000,0.0000000,2.8000000,2.0000000,1.0000000,7.0000000
81,1.0000000,0.00,33.91667,2.188800,0.14831960000,270.3683000,0.0000000,0.0000000,0.0000000,2.1888000,15.0000000,1.0000000,7.0000000
82,1.0000000,0.00,52.66667,3.000000,0.03957300000,98.6825000,1.0000000,0.0000000,1.0000000,1.5000000,220.0000000,1.0000000,8.0000000
83,0.0000000,,63.41667,2.137500,0.00000000000,0.0000000,1.0000000,0.0000000,0.0000000,2.1375000,240.0000000,1.0000000,7.0000000
84,0.0000000,,66.50000,3.250000,0.00000000000,0.0000000,1.0000000,0.0000000,3.0000000,0.8125000,300.0000000,1.0000000,13.0000000
85,0.0000000,,33.00000,7.500000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,7.5000000,24.0000000,1.0000000,8.0000000
86,0.0000000,,37.83333,5.160000,0.00000000000,0.0000000,1.0000000,1.0000000,0.0000000,5.1600000,86.0000000,1.0000000,1.0000000
87,1.0000000,0.00,21.41667,1.600000,0.28933120000,385.7750000,0.0000000,0.0000000,0.0000000,1.6000000,192.0000000,1.0000000,3.0000000
88,0.0000000,,19.83333,1.920000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,1.9200000,6.0000000,0.0000000,4.0000000
89,1.0000000,1.00,34.41667,5.000000,0.16406280000,683.4283000,1.0000000,1.0000000,1.0000000,2.5000000,108.0000000,1.0000000,6.0000000
90,1.0000000,0.00,32.33333,4.500000,0.09166333000,343.6542000,0.0000000,0.0000000,0.0000000,4.5000000,48.0000000,1.0000000,4.0000000
91,0.0000000,,21.66667,5.100000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,5.1000000,25.0000000,1.0000000,0.0000000
92,1.0000000,0.00,32.25000,3.620800,0.04983705000,150.2917000,1.0000000,0.0000000,3.0000000,0.9052000,97.0000000,1.0000000,13.0000000
93,1.0000000,0.00,25.16667,3.420000,0.00891520500,24.5750000,0.0000000,0.0000000,0.0000000,3.4200000,3.0000000,1.0000000,0.0000000
94,0.0000000,,26.41667,3.500000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,3.5000000,14.0000000,0.0000000,27.0000000
95,1.0000000,0.00,34.00000,3.700000,0.18933350000,583.7783000,1.0000000,1.0000000,2.0000000,1.2333330,5.0000000,1.0000000,2.0000000
96,1.0000000,0.00,36.75000,3.000000,0.03249700000,80.8258400,1.0000000,0.0000000,3.0000000,0.7500000,134.0000000,0.0000000,4.0000000
97,1.0000000,0.00,43.66667,10.039300,0.02186308000,182.8250000,1.0000000,0.0000000,1.0000000,5.0196500,12.0000000,1.0000000,18.0000000
98,0.0000000,,27.41667,3.600000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,3.6000000,18.0000000,1.0000000,2.0000000
99,1.0000000,0.00,38.25000,2.300000,0.06760870000,129.4167000,1.0000000,0.0000000,0.0000000,2.3000000,3.0000000,1.0000000,3.0000000
100,1.0000000,0.00,30.08333,1.950000,0.18042980000,292.9483000,0.0000000,0.0000000,0.0000000,1.9500000,50.0000000,1.0000000,10.0000000
101,1.0000000,0.00,45.66667,3.224000,0.33384800000,896.9384000,1.0000000,0.0000000,5.0000000,0.5373334,168.0000000,0.0000000,9.0000000
102,1.0000000,0.00,23.75000,1.567800,0.00076540370,0.0000000,1.0000000,0.0000000,1.0000000,0.7839000,6.0000000,1.0000000,0.0000000
103,1.0000000,0.00,32.25000,2.000000,0.07305200000,121.3367000,1.0000000,0.0000000,1.0000000,1.0000000,24.0000000,1.0000000,2.0000000
104,1.0000000,0.00,38.50000,2.600000,0.39616040000,858.3475000,0.0000000,0.0000000,0.0000000,2.6000000,33.0000000,1.0000000,16.0000000
105,1.0000000,0.00,42.08333,5.500000,0.07068036000,323.9517000,0.0000000,0.0000000,0.0000000,5.5000000,98.0000000,1.0000000,4.0000000
106,0.0000000,,80.16666,1.500000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,1.5000000,24.0000000,1.0000000,0.0000000
107,1.0000000,0.00,43.41667,2.400000,0.03435875000,68.3841700,0.0000000,0.0000000,0.0000000,2.4000000,12.0000000,1.0000000,0.0000000
108,1.0000000,0.00,25.50000,2.900000,0.08015586000,193.2933000,0.0000000,0.0000000,0.0000000,2.9000000,2.0000000,1.0000000,0.0000000
109,1.0000000,0.00,31.33333,3.000000,0.02065800000,51.6450000,1.0000000,0.0000000,2.0000000,1.0000000,44.0000000,0.0000000,12.0000000
110,1.0000000,0.00,54.25000,6.800000,0.10057380000,569.9183000,0.0000000,0.0000000,0.0000000,6.8000000,24.0000000,1.0000000,15.0000000
111,1.0000000,0.00,33.75000,2.900000,0.10484100000,253.3658000,1.0000000,0.0000000,2.0000000,0.9666667,14.0000000,1.0000000,20.0000000
112,1.0000000,0.00,26.00000,2.200000,0.06259273000,114.2533000,0.0000000,0.0000000,1.0000000,1.1000000,28.0000000,1.0000000,10.0000000
113,1.0000000,0.00,36.83333,3.300000,0.15680970000,431.1433000,0.0000000,0.0000000,0.0000000,3.3000000,3.0000000,1.0000000,0.0000000
114,1.0000000,1.00,32.50000,10.000000,0.03704000000,308.2500000,1.0000000,0.0000000,3.0000000,2.5000000,35.0000000,1.0000000,4.0000000
115,1.0000000,0.00,52.33333,3.328000,0.02882272000,79.6850000,1.0000000,0.0000000,1.0000000,1.6640000,243.0000000,1.0000000,3.0000000
116,1.0000000,1.00,24.58333,2.800000,0.06297679000,146.8625000,0.0000000,0.0000000,0.0000000,2.8000000,14.0000000,1.0000000,11.0000000
117,1.0000000,0.00,31.41667,3.560000,0.03320618000,98.3450000,0.0000000,0.0000000,0.0000000,3.5600000,72.0000000,1.0000000,9.0000000
118,1.0000000,0.00,25.33333,2.100000,0.19667480000,344.1808000,1.0000000,0.0000000,1.0000000,1.0500000,22.0000000,1.0000000,19.0000000
119,0.0000000,,28.00000,2.236000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,2.2360000,72.0000000,1.0000000,11.0000000
120,0.0000000,,37.50000,2.600000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,2.6000000,40.0000000,1.0000000,14.0000000
121,1.0000000,0.00,23.00000,1.800000,0.11147500000,167.2125000,0.0000000,0.0000000,0.0000000,1.8000000,6.0000000,1.0000000,0.0000000
122,1.0000000,0.00,54.08333,2.500000,0.00912200000,18.2541700,1.0000000,0.0000000,1.0000000,1.2500000,102.0000000,0.0000000,13.0000000
123,1.0000000,0.00,23.41667,1.860000,0.26705210000,413.5975000,0.0000000,0.0000000,0.0000000,1.8600000,3.0000000,1.0000000,4.0000000
124,1.0000000,0.00,22.33333,2.800000,0.08228679000,191.8358000,0.0000000,0.0000000,0.0000000,2.8000000,4.0000000,1.0000000,0.0000000
125,1.0000000,0.00,54.75000,3.400000,0.07603735000,215.4392000,0.0000000,0.0000000,1.0000000,1.7000000,12.0000000,1.0000000,7.0000000
126,0.0000000,,23.08333,2.600000,0.00000000000,0.0000000,0.0000000,1.0000000,0.0000000,2.6000000,37.0000000,1.0000000,7.0000000
127,1.0000000,0.00,24.08333,2.900000,0.04706862000,113.2492000,1.0000000,0.0000000,0.0000000,2.9000000,60.0000000,1.0000000,3.0000000
128,1.0000000,0.00,46.91667,3.400000,0.03101882000,87.6366700,0.0000000,0.0000000,0.0000000,3.4000000,42.0000000,1.0000000,4.0000000
129,0.0000000,,24.25000,2.000000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,2.0000000,52.0000000,0.0000000,3.0000000
130,0.0000000,,34.16667,3.599500,0.00000000000,0.0000000,0.0000000,0.0000000,4.0000000,0.7199000,14.0000000,1.0000000,0.0000000
131,0.0000000,,19.58333,2.100000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,2.1000000,124.0000000,1.0000000,2.0000000
132,1.0000000,0.00,22.66667,2.100000,0.17970900000,314.4908000,0.0000000,0.0000000,0.0000000,2.1000000,12.0000000,0.0000000,4.0000000
133,1.0000000,0.00,27.75000,2.650000,0.07259849000,159.6550000,0.0000000,0.0000000,0.0000000,2.6500000,8.0000000,1.0000000,0.0000000
134,1.0000000,0.00,25.25000,2.100000,0.11022290000,192.6400000,0.0000000,0.0000000,0.0000000,2.1000000,4.0000000,1.0000000,8.0000000
135,1.0000000,0.00,26.25000,3.189400,0.09721233000,258.2908000,0.0000000,0.0000000,0.0000000,3.1894000,10.0000000,1.0000000,11.0000000
136,1.0000000,1.00,40.41667,2.448000,0.20908330000,426.4467000,1.0000000,0.0000000,1.0000000,1.2240000,41.0000000,1.0000000,12.0000000
137,1.0000000,0.00,32.66667,3.700000,0.00406891900,11.7125000,1.0000000,0.0000000,2.0000000,1.2333330,30.0000000,1.0000000,15.0000000
138,1.0000000,0.00,51.83333,3.600000,0.07096500000,212.4783000,1.0000000,0.0000000,1.0000000,1.8000000,125.0000000,1.0000000,13.0000000
139,0.0000000,,32.58333,6.500000,0.00000000000,0.0000000,1.0000000,0.0000000,0.0000000,6.5000000,50.0000000,1.0000000,6.0000000
140,0.0000000,,25.41667,1.700000,0.00000000000,0.0000000,0.0000000,0.0000000,2.0000000,0.5666667,8.0000000,0.0000000,11.0000000
141,1.0000000,0.00,22.00000,3.153200,0.03821515000,99.9166600,0.0000000,0.0000000,0.0000000,3.1532000,14.0000000,0.0000000,3.0000000
142,0.0000000,,42.58333,2.284500,0.00000000000,0.0000000,0.0000000,0.0000000,2.0000000,0.7615000,46.0000000,1.0000000,0.0000000
143,0.0000000,,25.83333,1.590000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,1.5900000,87.0000000,1.0000000,9.0000000
144,0.0000000,,33.00000,1.770000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,1.7700000,102.0000000,1.0000000,1.0000000
145,1.0000000,0.00,23.83333,3.300000,0.06044576000,166.0592000,0.0000000,0.0000000,0.0000000,3.3000000,2.0000000,1.0000000,5.0000000
146,1.0000000,0.00,47.08333,4.500000,0.13950000000,523.1250000,1.0000000,0.0000000,0.0000000,4.5000000,3.0000000,1.0000000,13.0000000
147,1.0000000,0.00,21.41667,1.560000,0.06716603000,87.1491700,0.0000000,0.0000000,0.0000000,1.5600000,24.0000000,0.0000000,5.0000000
148,1.0000000,0.00,18.16667,2.820000,0.04185390000,97.9400000,0.0000000,0.0000000,0.0000000,2.8200000,2.0000000,0.0000000,1.0000000
149,0.0000000,,24.16667,2.788500,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,2.7885000,4.0000000,1.0000000,0.0000000
150,1.0000000,0.00,32.16667,3.000000,0.11789030000,294.5592000,1.0000000,0.0000000,2.0000000,1.0000000,9.0000000,1.0000000,0.0000000
151,1.0000000,0.00,38.50000,5.568900,0.04341593000,201.4825000,0.0000000,0.0000000,3.0000000,1.3922250,30.0000000,1.0000000,7.0000000
152,1.0000000,0.00,37.75000,5.000000,0.04529460000,188.7275000,1.0000000,0.0000000,4.0000000,1.0000000,36.0000000,1.0000000,25.0000000
153,1.0000000,1.00,28.50000,3.000000,0.02946900000,73.1725000,0.0000000,0.0000000,0.0000000,3.0000000,51.0000000,1.0000000,5.0000000
154,1.0000000,0.00,25.41667,3.000000,0.01046967000,25.5075000,0.0000000,0.0000000,2.0000000,1.0000000,3.0000000,1.0000000,11.0000000
155,1.0000000,0.00,23.08333,2.950000,0.03642203000,89.3708300,1.0000000,0.0000000,0.0000000,2.9500000,12.0000000,1.0000000,17.0000000
156,1.0000000,0.00,26.91667,1.900000,0.02667368000,41.8166700,0.0000000,0.0000000,0.0000000,1.9000000,18.0000000,1.0000000,9.0000000
157,1.0000000,0.00,39.33333,2.000000,0.04905900000,81.2650000,1.0000000,0.0000000,2.0000000,0.6666666,200.0000000,1.0000000,9.0000000
158,1.0000000,0.00,29.33333,2.500000,0.17954480000,374.0517000,1.0000000,0.0000000,0.0000000,2.5000000,70.0000000,1.0000000,9.0000000
159,1.0000000,0.00,32.83333,2.550000,0.04792941000,101.6833000,0.0000000,0.0000000,2.0000000,0.8500000,6.0000000,1.0000000,18.0000000
160,0.0000000,,31.66667,3.000000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,3.0000000,12.0000000,0.0000000,0.0000000
161,1.0000000,0.00,32.16667,3.805000,0.00843626800,26.0000000,1.0000000,0.0000000,0.0000000,3.8050000,51.0000000,1.0000000,7.0000000
162,1.0000000,1.00,58.91667,2.700000,0.00322222200,6.4166670,1.0000000,0.0000000,0.0000000,2.7000000,252.0000000,1.0000000,8.0000000
163,1.0000000,0.00,49.66667,4.960000,0.10548170000,435.9908000,1.0000000,0.0000000,4.0000000,0.9920000,168.0000000,1.0000000,7.0000000
164,1.0000000,0.00,63.50000,6.453200,0.00018595430,0.0000000,1.0000000,0.0000000,0.0000000,6.4532000,42.0000000,1.0000000,13.0000000
165,1.0000000,0.00,28.50000,3.400000,0.02121324000,59.8541700,0.0000000,0.0000000,0.0000000,3.4000000,207.0000000,1.0000000,4.0000000
166,1.0000000,0.00,35.75000,4.140000,0.13753090000,474.0650000,1.0000000,0.0000000,0.0000000,4.1400000,12.0000000,1.0000000,18.0000000
167,1.0000000,0.00,40.33333,8.200000,0.02820012000,192.4508000,1.0000000,0.0000000,3.0000000,2.0500000,172.0000000,1.0000000,15.0000000
168,1.0000000,0.00,21.91667,2.300000,0.07491956000,143.4292000,1.0000000,0.0000000,2.0000000,0.7666667,24.0000000,1.0000000,10.0000000
169,1.0000000,1.00,39.08333,3.422400,0.02909975000,82.6591600,1.0000000,0.0000000,0.0000000,3.4224000,41.0000000,1.0000000,12.0000000
170,1.0000000,0.00,30.00000,2.500000,0.02104960000,43.4366700,1.0000000,0.0000000,3.0000000,0.6250000,50.0000000,1.0000000,14.0000000
171,0.0000000,,53.16667,2.800000,0.00000000000,0.0000000,0.0000000,0.0000000,1.0000000,1.4000000,156.0000000,0.0000000,11.0000000
172,1.0000000,0.00,49.16667,3.114400,0.00849537600,21.4650000,1.0000000,0.0000000,1.0000000,1.5572000,154.0000000,0.0000000,6.0000000
173,1.0000000,0.00,33.25000,3.000000,0.37619030000,940.3925000,1.0000000,0.0000000,2.0000000,1.0000000,97.0000000,1.0000000,4.0000000
174,0.0000000,,23.58333,2.425000,0.00000000000,0.0000000,0.0000000,1.0000000,2.0000000,0.8083333,132.0000000,1.0000000,1.0000000
175,0.0000000,,38.75000,1.600000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,1.6000000,51.0000000,1.0000000,1.0000000
176,0.0000000,,23.25000,2.250000,0.00000000000,0.0000000,0.0000000,0.0000000,3.0000000,0.5625000,12.0000000,1.0000000,0.0000000
177,1.0000000,0.00,40.75000,2.150000,0.12703350000,227.6017000,0.0000000,0.0000000,1.0000000,1.0750000,67.0000000,0.0000000,16.0000000
178,0.0000000,,56.91667,2.040000,0.00000000000,0.0000000,1.0000000,0.0000000,0.0000000,2.0400000,35.0000000,1.0000000,11.0000000
179,0.0000000,,46.16667,2.600000,0.00000000000,0.0000000,0.0000000,0.0000000,0.0000000,2.6000000,61.0000000,1.0000000,8.0000000
180,1.0000000,0.00,37.66667,7.000000,0.01116743000,64.5600000,1.0000000,0.0000000,3.0000000,1.7500000,96.0000000,1.0000000,5.0000000
181,1.0000000,1.00,35.83333,2.400000,0.02359458000,46.6058300,0.0000000,1.0000000,1.0000000,1.2000000,37.0000000,1.0000000,13.0000000
